# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "index/reference.gff" "-o" "counts.txt" "bam/SRR10379724.bam" "bam/SRR10379725.bam" "bam/SRR10379726.bam" "bam/SRR10379721.bam" "bam/SRR10379722.bam" "bam/SRR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR10379724.bam	bam/SRR10379725.bam	bam/SRR10379726.bam	bam/SRR10379721.bam	bam/SRR10379722.bam	bam/SRR10379723.bam
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	3591	4947	408	4130	3817	3249
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	3026	2146	312	2450	2474	1753
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	11351	16429	3372	11717	11574	9099
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	28745	31811	12364	57298	54832	47587
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	15341	19333	3123	32353	28933	28744
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	40512	81546	11883	76736	75476	72577
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	1708	1230	107	4347	3355	4002
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	4851	5360	336	13211	11339	12080
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	2862	3129	218	30841	21048	28344
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	5350	6417	235	48910	32695	48205
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	1794	1428	90	3676	2692	3127
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	367	239	48	3626	2786	3484
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	275	158	8	1920	1622	2032
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	49	31	1	302	139	376
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	42121	50519	7397	15010	13708	11202
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	53943	65754	11237	18405	18481	14207
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	4420	5380	737	3048	2232	2330
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	10570	7375	1277	6157	3973	4490
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	763	571	20	568	311	321
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	9014	10035	2044	11955	9370	9044
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	3439	3484	603	4517	3784	3310
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	1326	1185	102	2288	1866	1705
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	5699	6253	969	8307	6637	6148
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	4518	5354	1318	4118	3088	3326
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	55718	66166	8536	28264	25973	21016
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	1471	2017	290	1129	984	886
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	24232	22778	5701	38044	29992	26161
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	27887	25102	4422	65585	44024	50932
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	56	209	30	40	30	89
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	3056	4257	337	4155	3942	3678
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	1925	3264	926	1942	2176	2007
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	5	6	2	36	44	55
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	9318	12262	1862	30205	25005	25158
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	8283	11843	867	28625	22919	23458
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	14374	17123	3314	43916	37647	36527
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	31236	57389	9370	6175	4902	5969
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	28195	80371	15028	6533	5593	4272
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	18417	32571	1041	7071	6669	5058
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	10561	12704	2159	7612	6734	6061
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	12758	13491	2341	7047	6183	4928
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	5907	7163	884	2519	2470	1847
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	20113	22164	891	19882	27446	18789
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	4224	6304	1220	4854	3291	3947
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	4415	4915	554	3844	2961	3176
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	11815	12031	1459	9080	6665	6386
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	1265	1176	80	2392	1565	2431
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	3950	3810	344	6106	4103	4543
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	2565	3244	408	1292	936	911
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	13	8	0	18	23	17
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	6306	5134	1032	14448	10047	9857
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	3286	2770	444	5947	4541	4213
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	28867	36558	5095	7923	6204	4367
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	188	138	11	314	249	265
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	118	122	13	299	191	173
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	38968	31343	11119	11443	8799	7082
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	9448	13563	6992	4048	3549	2938
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	6831	8416	1903	12468	7729	10189
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	5219	6627	986	7941	5424	6186
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	4512	6432	1883	6500	4180	4800
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	18276	16020	2677	17683	13745	11894
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	4240	4083	811	4584	3410	2927
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	6040	5611	1060	5225	4079	3155
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	9452	8992	1282	6814	5173	4803
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	13059	12034	2402	7120	6633	5173
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	4635	5449	1314	2840	1974	1979
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	676	487	40	467	296	289
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	12346	14264	3278	14353	14816	9362
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	51371	46780	23023	19625	17186	8251
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	8761	7158	1271	10669	8695	7090
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	2849	2103	245	2120	1542	1253
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	9679	6471	673	6345	4487	3205
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	1120	2030	190	1317	1243	1186
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	1843	2803	703	2406	2364	2049
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	1437	2097	137	1830	1556	1466
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	217	153	61	226	189	138
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	26912	25715	2967	26706	18315	18860
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	2003	2165	636	1232	811	797
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	40858	47870	10070	66087	68085	56046
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	87	89	13	127	60	72
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	713	1092	197	1029	724	797
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	1810	2181	379	1330	1135	762
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	18393	23723	3919	1432	1293	785
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	17505	22332	3153	2933	2372	2013
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	209	234	46	117	95	91
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	7262	10731	743	2652	2037	2256
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	5028	5855	799	7862	5699	5912
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	2707	3256	543	1535	1124	1038
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	8097	9199	2188	3910	2991	1855
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	1554	1831	244	1201	756	719
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	830	1113	64	603	341	440
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	0	0	1	1	0	0
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	1159	1366	147	2767	1856	1673
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	3	5	2	7	7	6
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	16524	21607	5739	11024	9096	5572
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	8451	16633	2830	3958	4559	2432
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	3617	4341	659	1091	1115	641
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	4527	5993	1410	2097	2228	1215
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	17486	27846	2321	20424	14090	13260
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	3	1	1	1	1	2
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	22595	39297	5386	5442	3675	3665
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	23	25	1	18	20	15
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	58055	75294	25058	37611	30764	25202
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	55532	32326	6490	37198	28492	20992
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	12993	18520	2224	10337	7777	7332
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	28717	37127	8350	20331	15024	13672
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	2349	2863	935	1544	1037	976
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	2204	1848	340	1677	1141	1161
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	4945	4511	1302	2105	1411	1270
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	3527	3947	1151	3505	2188	2223
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	4349	4133	220	2038	1318	1590
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	2536	3233	889	2153	1635	1360
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	12631	18016	2880	15080	11990	12259
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	19485	21922	7855	16979	13706	12260
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	4834	6220	1111	4233	2940	3264
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	9729	11439	5760	3122	2396	1989
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	19222	32921	4004	7490	7926	5990
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	4683	7260	1000	4450	3353	3529
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	6643	6279	1332	4576	3437	3171
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	2251	2978	813	2000	1831	1469
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	2275	2319	339	6853	4625	5008
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	827	1509	652	482	351	355
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	6951	7684	2366	3665	3140	2547
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	2879	2281	602	2459	2338	1639
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	3928	3970	1044	3044	2297	1810
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	2836	2931	228	2357	1676	1475
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	7498	6627	443	6819	5203	4859
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	80	120	11	157	107	108
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	112	90	6	200	155	157
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	5870	6027	896	7414	5051	4727
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	11	35	5	15	8	25
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	28273	40065	5552	4825	6078	2730
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	1434	1268	293	1240	1234	944
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	2482	2974	472	2634	3058	2426
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	1309	1344	305	1486	1623	1230
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	2962	2924	1007	2718	3222	2336
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	888	899	160	903	670	658
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	323	497	13	544	480	420
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	1165	1503	65	1937	1691	1815
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	620	610	169	956	842	887
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	9304	12024	1659	8653	7224	6513
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	1781	2175	115	1174	787	813
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	1416	1421	73	882	618	911
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	1859	2560	67	1029	759	1050
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	1926	2349	102	1214	901	1078
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	536	377	32	1316	758	1063
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	12293	12716	877	7221	5355	2910
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	298	250	26	58	27	43
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	149	202	22	65	51	47
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	102	141	14	121	76	77
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	132	122	10	293	243	259
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	77	20	30	123	72	92
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	2146	2926	1100	1297	1127	600
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	10554	11695	576	9618	7730	6733
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	9276	11362	2798	9156	7001	7263
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	32767	38694	5765	39105	40187	24487
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	1295	2087	92	935	876	745
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	494	346	121	972	661	589
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	120	144	17	215	184	159
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	1468	1843	216	933	690	579
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	850	792	177	978	638	570
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	994	993	305	995	682	549
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	97	116	5	527	330	379
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	11361	9209	1177	11141	14722	8971
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	14280	8912	1833	17879	21725	14248
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	474	389	27	427	359	334
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	224	129	6	249	166	161
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	397	386	37	552	329	357
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	265	259	24	117	71	107
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	21	35	2	47	17	19
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	31	29	35	26	24	28
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	341	785	167	407	335	309
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	176	204	14	166	125	145
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	156	289	7	228	187	141
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	290	240	4	580	415	427
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	454	711	55	410	241	512
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	1113	1328	222	797	465	706
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	1315	1687	430	900	553	580
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	1643	1784	615	844	571	483
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	6	6	3	23	6	13
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	317	415	113	1558	692	667
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	273	348	81	894	489	417
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	3	6	2	8	0	6
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	302	504	201	1134	606	510
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	406	684	146	1277	783	618
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	446	975	176	1192	687	614
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	455	792	174	1261	688	566
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	66	91	8	63	52	56
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	997	743	101	992	549	577
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	1333	2316	216	682	565	536
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	1403	1361	598	593	562	380
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	2690	3182	455	1196	1330	812
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	1358	1742	204	1224	980	693
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	45	47	6	72	47	51
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	208	265	25	382	193	235
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	511	686	39	754	443	522
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	188	170	6	415	265	189
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	305	337	38	637	443	407
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	188	183	15	450	306	301
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	359	300	24	685	544	594
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	2816	4801	471	1948	1396	1546
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	231	173	163	157	124	82
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	538	184	658	743	584	436
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	190	37	151	311	233	196
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	294	82	160	440	371	328
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	838	475	648	1262	878	895
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	945	755	478	1022	822	793
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	173	94	151	154	108	84
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	498	245	546	311	258	199
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	1510	2122	493	797	726	564
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	942	1352	437	1315	895	1054
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	5089	6375	1212	5605	5155	4298
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	2983	3817	991	2744	2669	1987
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	3329	4824	588	2832	2687	2114
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	3	2	3	1	0	3
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	13822	19046	697	3265	2979	1729
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	5163	6355	791	2688	1761	1755
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	4000	4035	460	1641	1265	914
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	4528	5470	197	2685	2236	1965
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	34288	34069	15918	10031	8680	6137
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	539	471	42	163	124	111
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	10441	15321	1935	53955	39548	50036
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	10943	12769	2101	8675	6110	6203
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	23460	27670	3630	14439	11022	10948
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	10818	12728	1092	3283	2748	2374
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	23	26	2	76	61	50
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	10651	11910	846	8073	6279	4931
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	3369	3639	288	3656	2469	2621
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	1126	1193	85	1569	1188	1044
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	2002	2487	117	964	745	647
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	3544	3694	303	2058	1633	1295
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	5329	5239	933	2809	2503	1696
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	9941	10307	2962	3999	3387	2237
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	757	651	46	407	314	335
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	664	780	271	490	393	331
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	10079	8451	1048	6205	4543	3781
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	29435	28345	3784	16800	14709	10525
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	1156	1548	311	973	832	743
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	2965	3841	739	2161	1860	1694
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	655	1460	360	1878	1229	1596
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	597	1901	156	2117	1492	1841
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	3750	3887	665	2690	2598	2433
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	784	635	36	1551	1335	1352
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	4289	3214	6919	2934	1945	1550
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	1845	1495	1325	4437	2834	3881
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	286	152	125	597	479	377
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	967	173	353	1711	1222	1060
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	1173	346	986	2491	2072	1513
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	532	376	500	1352	1372	849
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	1489	2726	1040	2036	1665	1689
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	512	629	191	1784	1794	1344
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	0	0	0	0	0	0
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	0	0	0	0	0	0
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	0	0	0	0	0	0
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	519	118	566	1637	986	837
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	1113	319	496	3834	3334	2606
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	0	0	0	0	0	0
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	0	0	0	0	0	0
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	0	0	0	0	0	0
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	0	0	0	0	0	0
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	2474	1780	1664	6914	3631	5585
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	299	216	192	941	565	615
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	445	607	340	777	499	518
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	1975	889	1156	4235	5638	2459
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	439	104	122	728	676	381
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	30	12	9	68	54	69
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	1822	61	1203	3106	2434	1326
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	437	176	397	968	1181	477
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	276	118	181	746	212	369
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	4	3	1	12	11	9
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	4	0	6	10	4	0
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	1290	918	2512	1797	2595	762
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	660	558	513	3914	1420	1863
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	0	0	0	0	0	0
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	0	0	0	0	0	0
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	490	314	932	400	220	91
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	26328	36274	1880	30780	23309	23116
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	4323	6811	428	3192	2218	2818
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	2194	4067	183	1409	997	1140
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	3636	4099	1530	7302	5274	7342
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	6731	9672	951	11457	8043	11452
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	114	112	9	162	115	110
